2024-06-02 17:04:17,221 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Stefan\Documents\GitHub\UBB-CS-Projects\Semestrul 4\MPP\apache-activemq-6.1.2\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2024-06-03 02:43:14,125 | INFO  | Listening for connections at: stomp://DESKTOP-HH5PFSL:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-06-03 02:43:14,125 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2024-06-03 02:43:14,130 | INFO  | Listening for connections at: mqtt://DESKTOP-HH5PFSL:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-06-03 02:43:14,130 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2024-06-03 02:43:14,136 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2024-06-03 02:43:14,191 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2024-06-03 02:43:14,295 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@714f3da4{/,null,STARTING} has uncovered HTTP methods for the following paths: [/] | org.eclipse.jetty.security.SecurityHandler | main
2024-06-03 02:43:14,380 | INFO  | Listening for connections at ws://DESKTOP-HH5PFSL:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2024-06-03 02:43:14,381 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2024-06-03 02:43:14,381 | INFO  | Apache ActiveMQ 6.1.2 (localhost, ID:DESKTOP-HH5PFSL-62500-1717371793917-0:1) started | org.apache.activemq.broker.BrokerService | main
2024-06-03 02:43:14,381 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2024-06-03 02:43:14,392 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\Stefan\Documents\GitHub\UBB-CS-Projects\Semestrul 4\MPP\apache-activemq-6.1.2\bin\..\data\kahadb only has 49706 mb of usable space. - resetting to maximum available disk space: 49706 mb | org.apache.activemq.broker.BrokerService | main
2024-06-03 02:43:14,397 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: C:\Users\Stefan\Documents\GitHub\UBB-CS-Projects\Semestrul 4\MPP\apache-activemq-6.1.2\bin\..\data only has 49706 mb of usable space. - resetting to maximum available disk space: 49706 mb | org.apache.activemq.broker.BrokerService | main
2024-06-03 02:43:15,167 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2024-06-03 02:43:15,167 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2024-06-03 04:59:29,369 | WARN  | Transport Connection to: tcp://127.0.0.1:51119 failed: Channel was inactive for too (>30000) long: tcp://127.0.0.1:51119 | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ InactivityMonitor Worker 0
2024-06-03 05:04:39,075 | WARN  | Transport Connection to: tcp://127.0.0.1:51359 failed: Channel was inactive for too (>30000) long: tcp://127.0.0.1:51359 | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ InactivityMonitor Worker 0
2024-06-03 05:08:21,031 | WARN  | Transport Connection to: tcp://127.0.0.1:51527 failed: Channel was inactive for too (>30000) long: tcp://127.0.0.1:51527 | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ InactivityMonitor Worker 0
2024-06-03 06:00:46,702 | INFO  | Apache ActiveMQ 6.1.2 (localhost, ID:DESKTOP-HH5PFSL-62500-1717371793917-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-06-03 06:00:46,705 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-06-03 06:00:46,706 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-06-03 06:00:46,706 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-06-03 06:00:46,706 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-06-03 06:00:46,707 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-06-03 06:00:46,707 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-06-03 06:00:46,810 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-06-03 06:00:46,831 | INFO  | PListStore:[C:\Users\Stefan\Documents\GitHub\UBB-CS-Projects\Semestrul 4\MPP\apache-activemq-6.1.2\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2024-06-03 06:00:46,831 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-06-03 06:00:46,836 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-06-03 06:00:46,837 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-06-03 06:00:46,883 | INFO  | Apache ActiveMQ 6.1.2 (localhost, ID:DESKTOP-HH5PFSL-62500-1717371793917-0:1) uptime 3 hours 17 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-06-03 06:00:46,883 | INFO  | Apache ActiveMQ 6.1.2 (localhost, ID:DESKTOP-HH5PFSL-62500-1717371793917-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
